ATC	MEGNEV	ANGOL	HATOANYAG	KIHIRDETES_ID
"S01AA24"	"kanamycin"	"kanamycin"	"kanamycin"	1001
"S01AA25"	"azidamfenicol"	"azidamfenicol"	"azidamfenicol"	1001
"S01AA26"	"azithromycin"	"azithromycin"	"azithromycin"	1001
"S01AA30"	"combinations of different antibiotics"	"combinations of different antibiotics"	"combinations of different antibiotics"	1001
"S01AB"	"szulfonamidok"	"sulfonamides"		1001
"S01AB01"	"sulfamethizole"	"sulfamethizole"	"sulfamethizole"	1001
"S01AB02"	"sulfafurazole"	"sulfafurazole"	"sulfafurazole"	1001
"S01AB03"	"szulfadicramid"	"sulfadicramide"	"szulfadicramid"	1001
"S01AB04"	"sulfacetamide"	"sulfacetamide"	"sulfacetamide"	1001
"S01AB05"	"sulfafenazol"	"sulfafenazol"	"sulfafenazol"	1001
"S01AB06"	"sulfadimidin"		"sulfadimidin"	1001
"S01AB19"	"szulfadimidin"		"szulfadimidin"	1001
"S01AC"	"egyéb fertõzésellenes szerek"			1001
"S01AD"	"vírusellenes szerek"	"antivirals"		1001
"S01AD01"	"idoxuridin"	"idoxuridine"	"idoxuridin"	1001
"S01AD02"	"trifluridin"	"trifluridine"	"trifluridin"	1001
"S01AD03"	"aciklovir"	"aciclovir"	"aciklovir"	1001
"S01AD05"	"interferon"	"interferon"	"interferon"	1001
"S01AD06"	"vidarabine"	"vidarabine"	"vidarabine"	1001
"S01AD07"	"famciclovir"	"famciclovir"	"famciclovir"	1001
"S01AD08"	"fomivirsen"	"fomivirsen"	"fomivirsen"	1001
"S01AD09"	"ganciklovir"	"ganciclovir"	"ganciklovir"	1001
"S01AE"	"Fluoroquinolonok"			1001
"S01AE01"	"ofloxacin"		"ofloxacin"	1001
"S01AE05"	"levofloxacin"	"levofloxacin"	"levofloxacin"	1001
"S01AE07"	"moxifloxacin"	"moxifloxacin"	"moxifloxacin"	1001
"S01AX"	"egyéb fertõzésellenes szerek"	"other antiinfectives"		1001
"S01AX01"	"mercury compounds"	"mercury compounds"	"mercury compounds"	1001
"S01AX02"	"silver compounds"	"silver compounds"	"silver compounds"	1001
"S01AX03"	"zinc compounds"	"zinc compounds"	"zinc compounds"	1001
"S01AX04"	"nitrofural"	"nitrofural"	"nitrofural"	1001
"S01AX05"	"bibrocathol"	"bibrocathol"	"bibrocathol"	1001
"S01AX06"	"resorcinol"	"resorcinol"	"resorcinol"	1001
"S01AX07"	"sodium borate"	"sodium borate"	"sodium borate"	1001
"S01AX08"	"hexamidine"	"hexamidine"	"hexamidine"	1001
"S01AX09"	"chlorhexidine"	"chlorhexidine"	"chlorhexidine"	1001
"S01AX10"	"sodium propionate"	"sodium propionate"	"sodium propionate"	1001
"S01AX11"	"ofloxacin"	"ofloxacin"	"ofloxacin"	1001
"S01AX12"	"norfloxacin"	"norfloxacin"	"norfloxacin"	1001
"S01AX13"	"ciprofloxacin"	"ciprofloxacin"	"ciprofloxacin"	1001
"S01AX14"	"dibrompropamidine"	"dibrompropamidine"	"dibrompropamidine"	1001
"S01AX15"	"propamidine"	"propamidine"	"propamidine"	1001
"S01AX16"	"picloxydin"	"picloxydine"	"picloxydin"	1001
"S01AX17"	"lomefloxacin"	"lomefloxacin"	"lomefloxacin"	1001
"S01AX18"	"povidone-iodine"	"povidone-iodine"	"povidone-iodine"	1001
"S01AX19"	"levofloxacin"	"levofloxacin"	"levofloxacin"	1001
"S01AX21"	"gatifloxacin"	"gatifloxacin"	"gatifloxacin"	1001
"S01AX22"	"moxifloxacin"	"moxifloxacin"	"moxifloxacin"	1001
"S01B"	"gyulladásgátló szerek"	"antiinflammatory agents"		1001
"S01BA"	"kortikoszteroidok önmagukban"	"corticosteroids, plain"		1001
"S01BA01"	"dexamethasone"	"dexamethasone"	"dexamethason"	1001
"S01BA02"	"hydrocortisone"	"hydrocortisone"	"hydrocortisone"	1001
"S01BA03"	"cortisone"	"cortisone"	"cortisone"	1001
"S01BA04"	"prednisolon"	"prednisolone"	"prednisolon"	1001
"S01BA05"	"triamcinolone"	"triamcinolone"	"triamcinolone"	1001
"S01BA06"	"betamethasone"	"betamethasone"	"betamethasone"	1001
"S01BA07"	"fluorometholon"	"fluorometholone"	"fluorometholon"	1001
"S01BA08"	"medrysone"	"medrysone"	"medrysone"	1001
"S01BA09"	"clobetasone"	"clobetasone"	"clobetasone"	1001
"S01BA10"	"alclometasone"	"alclometasone"	"alclometasone"	1001
"S01BA11"	"desonide"	"desonide"	"desonide"	1001
"S01BA12"	"formocortal"	"formocortal"	"formocortal"	1001
"S01BA13"	"rimexolone"	"rimexolone"	"rimexolone"	1001
"S01BA14"	"loteprednol"	"loteprednol"	"loteprednol"	1001
"S01BA15"	"fluocinolone acetonide"	"fluocinolone acetonide"	"fluocinolone acetonide"	1001
"S01BA19"	"mazipredon"		"mazipredon"	1001
"S01BB"	"kortikoszteroidok és szimpatomimetikumok kombinációi"	"corticosteroids and mydriatics in combination"		1001
"S01BB01"	"hydrocortisone and mydriatics"	"hydrocortisone and mydriatics"	"hydrocortisone and mydriatics"	1001
"S01BB02"	"prednisolone and mydriatics"	"prednisolone and mydriatics"	"prednisolone and mydriatics"	1001
"S01BB03"	"fluorometholone and mydriatics"	"fluorometholone and mydriatics"	"fluorometholone and mydriatics"	1001
"S01BB04"	"betamethasone and mydriatics"	"betamethasone and mydriatics"	"betamethasone and mydriatics"	1001
"S01BC"	"nem szteroid gyulladásgátló szerek"	"antiinflammatory agents, non-steroids"		1001
"S01BC01"	"indometacin"	"indometacin"	"indometacin"	1001
"S01BC02"	"oxifenbutazon"	"oxyphenbutazone"	"oxifenbutazon"	1001
"S01BC03"	"diklofenac"	"diclofenac"	"diclofenac"	1001
"S01BC04"	"flurbiprofen"	"flurbiprofen"	"flurbiprofen"	1001
"S01BC05"	"ketorolac"	"ketorolac"	"ketorolac"	1001
"S01BC06"	"piroxicam"	"piroxicam"	"piroxicam"	1001
"S01BC07"	"bendazac"	"bendazac"	"bendazac"	1001
"S01BC08"	"salicylic acid"	"salicylic acid"	"salicylic acid"	1001
"S01BC09"	"pranoprofen"	"pranoprofen"	"pranoprofen"	1001
"S01BC10"	"nepafenac"	"nepafenac"	"nepafenac"	1001
"S01C"	"gyulladásgátló és fertõzésellenes szerek kombinációi"	"antiinflammatory agents and antiinfectives in combination"		1001
"S01CA"	"kortikoszteroidok és fertõzésellenes szerek kombinációi"	"corticosteroids and antiinfectives in combination"		1001
"S01CA01"	"dexametazon - antiinfektivum kombinációk"	"dexamethasone and antiinfectives"	"dexametazon és fertõzésellenes szerek"	1001
"S01CA02"	"prednizolon - antiinfektivum kombinációk"	"prednisolone and antiinfectives"	"prednisolone and antiinfectives"	1001
"S01CA03"	"hydrocortisone and antiinfectives"	"hydrocortisone and antiinfectives"	"hydrocortisone and antiinfectives"	1001
"S01CA04"	"fluocortolone and antiinfectives"	"fluocortolone and antiinfectives"	"fluocortolone and antiinfectives"	1001
"S01CA05"	"betametazon - antiinfektivum kombinációk"	"betamethasone and antiinfectives"	"betametazon és fertõzésellenes szerek"	1001
"S01CA06"	"fludrocortisone and antiinfectives"	"fludrocortisone and antiinfectives"	"fludrocortisone and antiinfectives"	1001
"S01CA07"	"fluorometholone and antiinfectives"	"fluorometholone and antiinfectives"	"fluorometholone and antiinfectives"	1001
"S01CA08"	"methylprednisolone and antiinfectives"	"methylprednisolone and antiinfectives"	"methylprednisolone and antiinfectives"	1001
"S01CA09"	"chloroprednisone and antiinfectives"	"chloroprednisone and antiinfectives"	"chloroprednisone and antiinfectives"	1001
"S01CA10"	"fluocinolone acetonide and antiinfectives"	"fluocinolone acetonide and antiinfectives"	"fluocinolone acetonide and antiinfectives"	1001
"S01CA11"	"clobetasone and antiinfectives"	"clobetasone and antiinfectives"	"clobetasone and antiinfectives"	1001
"S01CB"	"kortikoszteroidok, fertõzésellenes szerek és/vagy szimpatomimetikumok"	"corticosteroids/antiinfectives/mydriatics in combination"		1001
"S01CB01"	"dexamethasone"	"dexamethasone"	"dexamethasone"	1001
"S01CB02"	"prednisolone"	"prednisolone"	"prednisolone"	1001
"S01CB03"	"hydrocortisone"	"hydrocortisone"	"hydrocortisone"	1001
"S01CB04"	"betamethasone"	"betamethasone"	"betamethasone"	1001
"S01CB05"	"fluorometholone"	"fluorometholone"	"fluorometholone"	1001
"S01CC"	"antiinflammatory agents, non-steroids and antiinfectives in combination"	"antiinflammatory agents, non-steroids and antiinfectives in combination"		1001
"S01CC01"	"diclofenac and antiinfectives"	"diclofenac and antiinfectives"	"diclofenac és fertõzésellenes szerek"	1001
"S01D"	"egyéb szemészeti készitmények"			1001
"S01DA"	"érzéstelenitök"			1001
"S01DB"	"glaukoma elleni készitmények"			1001
"S01DB23"				1001
"S01DC"	"midriátikumok"			1001
"S01DD"	"szimpatomimetikumok"			1001
"S01DE"	"diagnosztikai szerek"			1001
"S01DX"	"egyéb szemészeti készitmények"			1001
"S01E"	"glaukoma elleni készítmények és pupillaszûkítõk"	"antiglaucoma preparations and miotics#"		1001
"S01EA"	"szimpatomimetikumok a glaukoma kezelésében"	"sympathomimetics in glaucoma therapy"		1001
"S01EA01"	"epinephrine"	"epinephrine"	"epinephrine"	1001
"S01EA02"	"dipivefrin"	"dipivefrine"	"dipivefrin"	1001
"S01EA03"	"apraclonidine"	"apraclonidine"	"apraclonidine"	1001
"S01EA04"	"klonidin"	"clonidine"	"klonidin"	1001
"S01EA05"	"brimonidine"	"brimonidine"	"brimonidin"	1001
"S01EA51"	"epinephrine, combinations"	"epinephrine, combinations"	"epinephrine, combinations"	1001
"S01EB"	"paraszimpatomimetikumok"	"parasympathomimetics"		1001
"S01EB01"	"pilokarpin"	"pilocarpine"	"pilocarpin"	1001
"S01EB02"	"karbachol"	"carbachol"	"karbachol"	1001
"S01EB03"	"ecothiopate"	"ecothiopate"	"ecothiopate"	1001
"S01EB04"	"demecarium"	"demecarium"	"demecarium"	1001
"S01EB05"	"physostigmine"	"physostigmine"	"physostigmine"	1001
"S01EB06"	"neostigmine"	"neostigmine"	"neostigmine"	1001
"S01EB07"	"fluostigmine"	"fluostigmine"	"fluostigmine"	1001
"S01EB08"	"aceclidine"	"aceclidine"	"aceclidine"	1001
"S01EB09"	"acetylcholine"	"acetylcholine"	"acetylcholine"	1001
"S01EB10"	"paraoxon"	"paraoxon"	"paraoxon"	1001
"S01EB51"	"pilocarpine, combinations"	"pilocarpine, combinations"	"pilocarpine, combinations"	1001
"S01EB58"	"aceclidine, combinations"	"aceclidine, combinations"	"aceclidine, combinations"	1001
"S01EC"	"karboanhidráz enzim gátlók (ca-inhibítorok)"	"carbonic anhydrase inhibitors"		1001
"S01EC01"	"acetazolamid"	"acetazolamide"	"acetazolamid"	1001
"S01EC02"	"diclofenamide"	"diclofenamide"	"diclofenamide"	1001
"S01EC03"	"dorzolamid"	"dorzolamide"	"dorzolamid"	1001
"S01EC04"	"brinzolamide"	"brinzolamide"	"brinzolamid"	1001
"S01EC05"	"methazolamide"	"methazolamide"	"methazolamide"	1001
"S01EC19"	"brinzolamide"		"brinzolamide"	1001
"S01EC54"	"brinzolamid és brimonidin"		"brinzolamid és brimonidin"	1001
"S01ED"	"béta-receptor blokkoló szerek"	"beta blocking agents"		1001
"S01ED01"	"timolol"	"timolol"	"timolol"	1001
"S01ED02"	"betaxolol"	"betaxolol"	"betaxolol"	1001
"S01ED03"	"levobunol"	"levobunolol"	"levobunolol"	1001
"S01ED04"	"metipranolol"	"metipranolol"	"metipranolol"	1001
"S01ED05"	"carteolol"	"carteolol"	"carteolol"	1001
"S01ED06"	"befunolol"	"befunolol"	"befunolol"	1001
"S01ED51"	"timolol kombinációk"	"timolol, combinations"	"timolol, kombinációk"	1001
"S01ED52"	"betaxolol, combinations"	"betaxolol, combinations"	"betaxolol, combinations"	1001
"S01ED54"	"metipranolol, combinations"	"metipranolol, combinations"	"metipranolol, combinations"	1001
"S01ED55"	"carteolol, combinations"	"carteolol, combinations"	"carteolol, combinations"	1001
"S01EE"	"Prostaglandin-analógok"			1001
"S01EE01"	"latanoprost"		"latanoprost"	1001
"S01EE02"	"unoproston"		"unoproston"	1001
"S01EE03"	"bimatoprost"		"bimatoprost"	1001
"S01EE04"	"travoprost"		"travoprost"	1001
"S01EE05"	"tafluprost"	"tafluprost"	"tafluprost"	1001
"S01EX"	"egyéb glaukoma elleni készítmények"	"other antiglaucoma preparations"		1001
"S01EX01"	"guanethidine"	"guanethidine"	"guanethidine"	1001
"S01EX02"	"dapiprazole"	"dapiprazole"	"dapiprazole"	1001
"S01EX03"	"latanoprost"	"latanoprost"	"latanoprost"	1001
"S01EX05"				1001
"S01EX19"	"isopropyl unoprostone"		"isopropyl unoprostone"	1001
"S01F"	"pupillatágítók és ciklopleg szerek"	"mydriatics and cycloplegics"		1001
"S01FA"	"antikolinerg szerek"	"anticholinergics"		1001
"S01FA01"	"atropine"	"atropine"	"atropine"	1001
"S01FA02"	"scopolamine"	"scopolamine"	"scopolamine"	1001
"S01FA03"	"methylscopolamine"	"methylscopolamine"	"methylscopolamine"	1001
"S01FA04"	"ciklopentolát"	"cyclopentolate"	"ciklopentolát"	1001
"S01FA05"	"homatropine"	"homatropine"	"homatropine"	1001
"S01FA06"	"tropikamid"	"tropicamide"	"tropicamid"	1001
"S01FA19"	"cyclodrinium chloratum"		"cyclodrinium chloratum"	1001
"S01FA56"	"tropicamide, combinations"	"tropicamide, combinations"	"tropicamide, combinations"	1001
"S01FB"	"szimpatomimetikumok kivéve a glaukoma elleni készítményeket"	"sympathomimetics excl. antiglaucoma preparations"		1001
"S01FB01"	"phenylephrine"	"phenylephrine"	"phenylephrine"	1001
"S01FB02"	"ephedrine"	"ephedrine"	"ephedrine"	1001
"S01FB03"	"ibopamine"	"ibopamine"	"ibopamine"	1001
"S01G"	"lokális ödéma csökkentõk és allergia elleni szerek"	"decongestants and antiallergics"		1001
"S01GA"	"lokális ödémát csökkentõ szerként használt szimpatomimetikumok"	"sympathomimetics used as decongestants"		1001
"S01GA01"	"naphazoline"	"naphazoline"	"naphazoline"	1001
"S01GA02"	"tetryzolin"	"tetryzoline"	"tetryzolin"	1001
"S01GA03"	"xylometazoline"	"xylometazoline"	"xylometazoline"	1001
"S01GA04"	"oxymetazoline"	"oxymetazoline"	"oxymetazoline"	1001
"S01GA05"	"phenylephrine"	"phenylephrine"	"phenylephrine"	1001
"S01GA06"	"oxedrine"	"oxedrine"	"oxedrine"	1001
"S01GA20"				1001
"S01GA51"	"naphazoline, combinations"	"naphazoline, combinations"	"naphazoline, combinations"	1001
"S01GA52"	"tetryzolin kombinációk"	"tetryzoline, combinations"	"tetryzolin, kombinációk"	1001
"S01GA53"	"xylometazoline, combinations"	"xylometazoline, combinations"	"xylometazoline, combinations"	1001
"S01GA55"	"phenylephrine, combinations"	"phenylephrine, combinations"	"phenylephrine, combinations"	1001
"S01GA56"	"oxedrine, combinations"	"oxedrine, combinations"	"oxedrine, combinations"	1001
"S01GX"	"egyéb antiallergikumok"	"other antiallergics"		1001
"S01GX01"	"kromoglicinsav"	"cromoglicic acid"	"kromoglicinsav"	1001
"S01GX02"	"levocabastin"	"levocabastine"	"levocabastin"	1001
"S01GX03"	"spagluminsav"	"spaglumic acid"	"spagluminsav"	1001
"S01GX04"	"nedocromil"	"nedocromil"	"nedocromil"	1001
"S01GX05"	"lodoxamide"	"lodoxamide"	"lodoxamid"	1001
"S01GX06"	"emedastine"	"emedastine"	"emedastin"	1001
"S01GX07"	"azelastine"	"azelastine"	"azelastin"	1001
"S01GX08"	"ketotifen"	"ketotifen"	"ketotifen"	1001
"S01GX09"	"olopatadine"	"olopatadine"	"olopatadin"	1001
"S01GX10"	"epinastine"		"epinastine"	1001
"S01GX51"	"cromoglicic acid, combinations"	"cromoglicic acid, combinations"	"cromoglicic acid, combinations"	1001
"S01H"	"helyi érzéstelenítõk"	"local anesthetics"		1001
"S01HA"	"helyi érzéstelenítõk"	"local anesthetics"		1001
"S01HA01"	"cocaine"	"cocaine"	"cocaine"	1001
"S01HA02"	"oxibuprokain"	"oxybuprocaine"	"oxibuprokain"	1001
"S01HA03"	"tetracaine"	"tetracaine"	"tetracaine"	1001
"S01HA04"	"proxymetacaine"	"proxymetacaine"	"proxymetacaine"	1001
"S01HA05"	"procaine"	"procaine"	"procaine"	1001
"S01HA06"	"cinchocaine"	"cinchocaine"	"cinchocaine"	1001
"S01HA07"	"lidocaine"	"lidocaine"	"lidocaine"	1001
"S01HA30"	"combinations"	"combinations"	"combinations"	1001
"S01J"	"diagnosztikumok"	"diagnostic agents"		1001
"S01JA"	"colouring agents"	"colouring agents"		1001
"S01JA01"	"fluorescein"	"fluorescein"	"fluorescein"	1001
"S01JA02"	"rose bengal sodium"	"rose bengal sodium"	"rose bengal sodium"	1001
"S01JA51"	"fluorescein, combinations"	"fluorescein, combinations"	"fluorescein, combinations"	1001
"S01JX"	"egyéb szemészeti diagnosztikumok"	"other ophthalmological diagnostic agents"		1001
"S01K"	"sebészeti segédanyagok"	"surgical aids"		1001
"S01KA"	"viszkoelasztikus anyagok"	"viscoelastic substances"		1001
"S01KA01"	"hialuronsav"	"hyaluronic acid"	"hialuronsav"	1001
"S01KA02"	"hypromellos"	"hypromellose"	"hypromellos"	1001
"S01KA51"	"hialuronsav kombinációk"	"hyaluronic acid, combinations"	"hialuronsav kombinációk"	1001
"S01KX"	"egyéb sebészeti segédanyagok"	"other surgical aids"		1001
"S01KX01"	"chymotrypsin"	"chymotrypsin"	"chymotrypsin"	1001
"S01KX18"	"other surgical aids, other (1)"		"other surgical aids, other (1)"	1001
"S01KX19"	"electrolytes"		"electrolytes"	1001
"S01L"	"szem érbetegségeinek gyógyszerei"	"ocular vascular disorder agents"		1001
"S01LA"	"képzõdést gátló szerek"			1001
"S01LA01"	"verteporfin"	"verteporfin"	"verteporfin"	1001
"S01LA02"	"anecortave"	"anecortave"	"anecortave"	1001
"S01LA03"	"pegaptanib"	"pegaptanib"	"pegaptanib"	1001
"S01LA04"	"ranibizumab"	"ranibizumab"	"ranibizumab"	1001
"S01LA05"	"aflibercept"	"aflibercept"	"aflibercept"	1001
"S01X"	"egyéb szemészeti anyagok"	"other ophthalmologicals"		1001
"S01XA"	"egyéb szemészeti anyagok"	"other ophthalmologicals"		1001
"S01XA01"	"guaiazulen"	"guaiazulen"	"guaiazulen"	1001
"S01XA02"	"retinol"	"retinol"	"retinol"	1001
"S01XA03"	"sodium chloride, hypertonic"	"sodium chloride, hypertonic"	"sodium chloride, hypertonic"	1001
"S01XA04"	"potassium iodide"	"potassium iodide"	"potassium iodide"	1001
"C09BX02"	"bisoprolol and perindopril"	"bisoprolol és perindopril"	"perindopril and bisoprolol"	1181
"V09IA07"	"technetium (99mtc) hynic-octreotide"	"technetium (99mtc) hynic-octreotide"	"technetium (99mtc) hynic-octreotide"	1181
"01MA14 "	"quinolone antibacterials, fluoroquinolones"	"quinolone antibacterials, fluoroquinolones"	"quinolone antibacterials, fluoroquinolones"	1141
"03AE04 "	"calcium acetate and magnesium carbonate"	"calcium acetate and magnesium carbonate"	"calcium acetate and magnesium carbonate"	1141
"A08AA62"	"bupropion and naltrexone"	"bupropion and naltrexone"	"bupropion and naltrexone"	1141
"C09DX04"	"valsartan and sacubitril"	"valsartan and sacubitril"	"valsartan and sacubitril"	1141
"D03AX11"	"sodium chlorite"	"sodium chlorite"	"sodium chlorite"	1141
"J01DI"				1141
"J01DI02"	"ceftaroline fosamil"	"ceftaroline fosamil"	"ceftaroline fosamil"	1141
"J01DI54"	"ceftolozane and enzyme inhibitor"	"ceftolozane and enzyme inhibitor"	"ceftolozane and enzyme inhibitor"	1141
"J05AR18"	"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"	"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"	"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"	1141
"L01BC59"	"trifluridine, combinations"	"trifluridine, combinations"	"trifluridine, combinations"	1141
"L01XC17"	"nivolumab"	"nivolumab"	"nivolumab"	1141
"L01XC24"	"daratumumab"	"daratumumab"	"daratumumab"	1141
"L01XE26"	"cabozantinib"	"cabozantinib"	"cabozantinib"	1141
"L04AC11"	"siltuximab"	"siltuximab"	"siltuximab"	1141
"M04AB05"	"lesinurad"	"lesinurad"	"lesinurad"	1141
"M05BB08"	"	zoledronic acid, calcium and colecalciferol, sequential"	"	zoledronic acid, calcium and colecalciferol, sequential"	"	zoledronic acid, calcium and colecalciferol, sequential"	1141
"N03AX23"	"brivaracetam"	"brivaracetam"	"brivaracetam"	1141
"A04AD14"	"rolapitant"	"rolapitant"	"rolapitant"	1284
"V09DX01"	"selenium (75se) tauroselcholic acid"	"selenium (75se) tauroselcholic acid"	"selenium (75se) tauroselcholic acid"	1001
"V09E"	"respiratory system"	"respiratory system"		1001
"V09EA"	"technetium (99mtc), inhalants"	"technetium (99mtc), inhalants"		1001
"V09EA01"	"technetium (99mtc) pentetic acid"	"technetium (99mtc) pentetic acid"	"technetium (99mtc) pentetic acid"	1001
"V09EA02"	"technetium (99mtc) technegas"	"technetium (99mtc) technegas"	"technetium (99mtc) technegas"	1001
"V09EA03"	"technetium (99mtc) nanocolloid"	"technetium (99mtc) nanocolloid"	"technetium (99mtc) nanocolloid"	1001
"V09EB"	"technetium (99mtc), particles for injection"	"technetium (99mtc), particles for injection"		1001
"V09EB01"	"technetium (99mtc) macrosalb"	"technetium (99mtc) macrosalb"	"technetium (99mtc) macrosalb"	1001
"V09EB02"	"technetium (99mtc) microspheres"	"technetium (99mtc) microspheres"	"technetium (99mtc) microspheres"	1001
"V09EX"	"other respiratory system diagnostic radiopharmaceuticals"	"other respiratory system diagnostic radiopharmaceuticals"		1001
"V09EX01"	"krypton (81mkr) gas"	"krypton (81mkr) gas"	"krypton (81mkr) gas"	1001
"V09EX02"	"xenon (127xe) gas"	"xenon (127xe) gas"	"xenon (127xe) gas"	1001
